content,category
"Als dit niet op zeer korte termijn gebeurt, zal dat opnieuw een cadeau zijn aan de grote energieleverancier die er nu is, de energieleverancier van de kerncentrales.",NFS
Daar gaat het helemaal niet om.,NFS
"Er waren verschillen in de studies, dat is juist.",UFS
Daarom pleit ik ervoor dat grondig te becijferen en duidelijk te zijn.,NFS
België is niet alleen illegalopolis maar ook Absurdistan.,NFS
Vandaag spreken wij over een energievisie die moet worden uitgewerkt.,NFS
Ik meen dat het laatste daarover nog niet gezegd is.,NFS
"Daarvoor is een periode van een zevental weken uitgetrokken, tot na de krokusvakantie.",UFS
Dit is de koers die wij bewandelen.,NFS
"Bij de planning van de offshorewindparken werd gesproken over een meerkostprijs van ongeveer 800 miljoen euro per jaar, die door gezinnen en bedrijven moest worden gedragen.",CFS
Johan Albrecht zegt dat het gaat om een vork van ongeveer 40 % tot 100 % meer betalen voor onze energie.,CFS
"Wij moeten ons kompas inderdaad daarop richten om ervoor te zorgen dat er kostenefficiënt wordt gewerkt, ook in de gezondheidszorg.",NFS
In dezelfde logica zouden wij allemaal kunnen beweren dat de CO2 uit de Duitse en Deense steenkoolcentrales geen enkel probleem vormt.,NFS
"Het is geen beginpunt van de discussie, maar zo gaat dat normaliter met pacten; een pact is geen begin maar een einde, het beslechten van een discussie.",NFS
Het zal u zijn opgevallen wie dat waren.,NFS
Ik ben echt blij dat de huidige regering met die werkwijze heeft gebroken en dat voor het eerst werk wordt gemaakt van structurele hervormingen om onze zorg beter te organiseren.,NFS
Daarop kom ik zo dadelijk nog terug.,NFS
Ik denk daarbij aan sportverenigingen en jeugdtrainers.,NFS
"Afhankelijk van hoe men het verhaal ziet, kan dit, wat de ondersteuningskosten betreft, een verschil maken, dat dan terugkeert in het verhaal van de marktprijs.",NFS
"Mijnheer de eerste minister, er is daar een ongelooflijke kans.",NFS
Ik ga er dus vanuit dat iedereen weet wat er letterlijk in staat.,NFS
De nieuwe centrales zullen uiteraard ook CO2 uitstoten.,UFS
"Mensen die het financieel moeilijk hebben, kunnen nu voor 1 euro bij hun vertrouwde huisarts terecht en veel huisartsen laten die euro ook vallen.",CFS
"Men kan echter niet aangeven dat een en ander een pak meer kost, om vervolgens mee te geven dat niemand dat zal moeten betalen.",NFS
Eén partij in uw coalitie slaagt erin om u van opinie te doen veranderen.,NFS
"Jammer dat u er niet was, maar u kent natuurlijk al deze studies.",NFS
"Elia vond het alvast redelijk straf, mocht iemand een en ander beter kunnen berekenen dan de neetbeheerder, zonder daarvoor tabellen te gebruiken of zonder zicht te hebben op de benodigde capaciteit.",NFS
Volgens mij is dat geen goede zaak.,NFS
"Men krijgt misschien een kostenvergoeding, maar men wordt er zeker niet per uur voor betaald.",CFS
"Ik denk aan nieuwe kankertherapieën, hoorapparaten, tandverzorging, ondersteuning in een vroeg stadium van diabetes of preventie.",NFS
Dat is voor mij toch een grote uitdaging.,NFS
Daarnaast ziet men ook een totale omerta met afrekeningen en schietpartijen.,NFS
Zij zijn steeds goedkoper dan de versies met hoge aandelen aan gas.,CFS
"Mevrouw de minister, de federale overheid in het algemeen en u in het bijzonder dragen hier een grote verantwoordelijkheid.",NFS
"Vandaag, post Fukushima na de doorbraak van hernieuwbare energie is een kernuitstap de evidentie zelve, premier.",NFS
Dat is het lot van duizenden Rohingya die er niet in slagen te vluchten uit Myanmar.,CFS
Als we dat vergelijken met de OESO-groep zitten we in de top tien.,CFS
"Mijnheer de minister, ik dank u voor uw aanwezigheid.",NFS
Er zijn er zelfs die met gebalde vuisten zeggen dat men moet stoppen met vragen stellen en dat gewoon moet doen.,NFS
Tijdens de toelichting door vertegenwoordigers van Elia werd er een mooie grafiek getoond om het verschil aan te tonen tussen de gascentrales en de verlengde openingsduur van twee kerncentrales.,UFS
"Mijnheer de minister, ik weet niet of u de kans hebt gehad om de reportage te bekijken.",NFS
"Ik zie nog iets, mijnheer de eerste minister.",NFS
"Er waren vier kandidaten, alle vier illegalen.",CFS
Laat het dus alstublieft betaalbaar zijn voor onze burgers en laat het licht niet uitgaan.,NFS
Vaak wordt dit negatief geconnoteerd met doemberichten over bijvoorbeeld verlaagde uitkeringen en pensioenen.,NFS
Wij vinden het ook een beetje raar dat de eerste minister voor de uitwerking vooral gaat kijken naar de Gewesten.,NFS
"Dat is toffe CO2, dat is goeie CO2.",NFS
"Zij zijn de beste ambassadeur van die andere monopolisten, Engie en Electrabel.",NFS
Met al die druk is het toch mogelijk om enige vooruitgang te boeken.,NFS
Men kan de hemel beloven en een aantal zal dat ook geloven.,NFS
Vijftien- en zestienjarigen zeggen in de klas dat ze meer verdienen dan de leerkrachten waarvan ze les krijgen.,CFS
En al de anderen ook niet.,NFS
CD&V wil de toekomst verzekeren zowel voor deze generatie als ook voor alle volgende generaties.,NFS
"U hebt gelijk dat wij voor dit soort fenomenen geen geïsoleerde aanpak door verscheidene overheidsdiensten nodig hebben, maar een globale aanpak.",NFS
"Nee, dat komt door huidige regering.",NFS
"Mijnheer de voorzitter, collega’s, vandaag hebben wij het over de beleidsnota van minister Marghem, die enige tijd geleden al in de commissie werd besproken en waar mijn collega Werner Janssen mij waardig heeft vervangen.",UFS
Maar in Duitsland doet men graag tot 2040 en zelfs 2045 voort met steenkool.,CFS
"Mijnheer de minister, er was inderdaad al geruime tijd sprake van het plan.",NFS
Ik nodig de collega's trouwens uit om het mee te ondertekenen.,NFS
"Dan is er nog het overleg dat na 1 februari zal plaatsvinden omtrent de burger-tot-burgeractiviteiten als het gaat om kinderopvang, bijspringen voor gehandicaptenopvang enzovoort.",UFS
"Het zouden de burgers zijn, die de meerkosten zouden moeten ophoesten.",CFS
Het duurzame karakter van die investeringen wordt heel sterk benadrukt en we zeggen ook heel duidelijk dat daarvoor 5 miljard euro opgehaald moet worden.,CFS
"Die drie aspecten maken dat onze partij het document dat nu circuleert, heel moeilijk tot leidraad kunnen nemen voor de grote weg voorwaarts.",NFS
Dan komt automatisch de vraag of ik 700 miljoen euro per jaar veel geld vind.,NFS
Het plan is zo goed als rond.,NFS
"Immers, een terugkeer naar Myanmar moet gepaard gaan met een democratische aanpak.",NFS
"Als het gaat over kostenefficiëntie, dan zien wij aan de European Health Consumer Index dat wij nog werk hebben, want wij staan daarin maar op de 12e plaats.",CFS
"Ik beken eerlijk dat ik niet geweldig geloof in torenhoge kosten, die vervolgens op een mysterieuze manier verdwijnen.",NFS
Dat was een voorstel van het Verzekeringscomité.,UFS
Denken we maar aan de scheurtjes en de problemen met het nucleair afval.,NFS
In het verslag van de commissie over de beleidsnota van minister Marghem staat dat de factuur evenmin naar de overheid gaat.,CFS
"Collega's, het gaat hier over een pact met betrekking tot onze energietoekomst, een pact waarvoor wij liefst van al over de partijgrenzen heen zouden moeten samenwerken, meerderheid en oppositie.",NFS
Mevrouw Dedry heeft daar ook over gesproken.,UFS
"Tijdens de klimaatconferentie in Bonn hebben wij met veel overtuiging, terecht, de Powering Past Coal Alliance goedgekeurd omdat wij dat belangrijk vinden.",NFS
"U valt de oppositie de hele tijd aan, terwijl het een project zou moeten zijn waarbij wij samenwerken.",NFS
"Ons land lijkt wel een soort van illegalopolis, waarin illegaliteit en clandestiniteit gedoogd worden.",NFS
Men merkt dat het probleem moet worden aangepakt.,NFS
U stond half op de selfie met Macron tijdens een klimaattop.,UFS
"U kent ze: Albrecht, EnergyVille, Elia, en dergelijke meer.",NFS
"Bijvoorbeeld, voor een inspuiting krijgt een thuisverpleegkundige zowat 5 euro, wat nog niet eens het materiaal en de verplaatsingskosten, laat staan de handeling zelf, dekt.",CFS
"78, waar het inderdaad over de kwaliteit van de uitoefening van de gezondheidszorg gaat.",US
Ik heb daarover ook contacten gehad met India.,UFS
Op de hoorzitting is het voorstel de oude gascentrales te verlengen zorgvuldig geanalyseerd door Elia.,UFS
"Tegelijkertijd stijgen echter ook jaar na jaar, volgens hetzelfde OESO-rapport, de kosten die mensen uit eigen zak moeten betalen lichtjes.",CFS
Ik heb al aangegeven dat het de bedoeling is om die weg in de nabije toekomst verder te bewandelen.,NFS
"EnergyVille rekent in de meeste scenario's met meerkosten tussen 3 miljard en 4,5 miljard euro in het jaar 2030.",CFS
De laagste lonen zijn zelfs met zowat duizend euro netto opgetrokken.,CFS
"Alleen op die manier komen ook middelen vrij om in onze gezondheidszorg te herinvesteren, teneinde op lange termijn daarvan de vruchten te plukken, bijvoorbeeld door meer op preventie in te zetten.",NFS
"U stelt hier dus vandaag dat mensen die zich clandestien, illegaal en zonder papieren in ons land bevinden en die uiteindelijk een crimineel feit stellen door zonder papieren illegaal in ons land te verblijven, zich zonder ook maar enige objectie van de overheid, de politiediensten of wie dan ook kunnen organiseren en hier verkiezingen kunnen organiseren, vertegenwoordigers aanduiden en dergelijke meer.",NFS
"Daar ben ik bezorgd over, mevrouw de minister.",NFS
"Aan wie ze niet heeft, meld ik dat ze momenteel op de webstek van een grote Franstalige krant prijken.",UFS
"Denk ook aan de patent cliff, die al ruim 1 000 geneesmiddelen in prijs heeft verlaagd, anders dan de paar voorbeelden die er door de oppositie worden uitgepikt.",CFS
Ik zal de cijfers nog eens opsommen.,NFS
Qua preventie is dat in elk geval een bevoegdheid van de Gemeenschappen.,CFS
"Zij zouden een niuewe gascentrale openen, maar die zou vervolgens de andere gascentrales uit de markt prijzen.",NFS
"U zult het met mij eens zijn dat het de bedoeling was om dit debat eind 2015 te voeren, want op dat moment was het de bedoeling dat het energiepact zou worden uitgevoerd.",NFS
De Rohingya leven al decennia in ontoelaatbare omstandigheden en worden systematisch gediscrimineerd.,NFS
De situatie van de Rohingya is onaanvaardbaar.,NFS
Maar ik wil dan wel weten hoe het exact in elkaar zit en wat de exacte gevolgen zijn.,NFS
"Men heeft het over 8 gigawatt aan zonnepanelen, 4,2 gigawatt aan windmolens op land en 4 gigawatt aan windmolens op zee.",CFS
De eerste minister heeft het herhaald.,UFS
"Toon dat u een jonge, moderne premier bent.",NFS
Er moet meer in zitten dan wat er nu wordt geschreven.,NFS
"Ik zeg het u in alle openheid, u hebt die kans totaal gemist.",NFS
Wij moeten diplomatieke druk uitoefenen op het regime in Myanmar.,NFS
"Er worden hier wat geneesmiddelen opgesomd, maar als ik kijk naar de prijsdalingen, zie ik dat het niet alleen zoals gezegd bij ruim 1 000 geneesmiddelen het geval is, maar ook bij echt courante geneesmiddelen.",CFS
Er zijn een achttal ministers bevoegd.,UFS
Ik heb gezegd welk bedrag zij bijvoorbeeld krijgen voor een inspuiting.,UFS
We moeten dat allemaal meenemen.,NFS
Er is nog een derde gemiste kans.,NFS
"Beste mensen, de privésector is mijns inziens wij allemaal.",NFS
"Het is aan het einde van de rit 120 euro geworden, maar men was ten minste zo eerlijk om te beslissen wie die factuur uiteindelijk kreeg.",CFS
Vervolgens start het traject voor de vergunningen en de bouw.,NFS
Het is zeer duidelijk dat er bij de deelstaten een draagvlak voor is.,NFS
"Laten wij, collega's, beslissen om de centrales te sluiten in 2025.",NFS
Wij scoren goed op het vlak van de kwaliteit en de toegankelijkheid van onze gezondheidszorg.,NFS
De N-VA heeft geen absolute meerderheid.,UFS
"Collega's, u zegt dat de regering de factuur niet wil doorsturen naar de volgende generaties.",CFS
Ik vind dat bijzonder jammer.,NFS
"Wij hopen nog steeds, maar dat is natuurlijk een van de vragen, dat de kernuitstap behouden blijft.",NFS
Zij betalen de weinige thuisverplegers die nog problemen hebben met hun software al 90 % van het geld uit dat zij anders niet konden ontvangen.,CFS
"Mijnheer de minister, vandaar mijn vraag aan u.",NFS
Men heeft inderdaad een pak geld nodig om ze te laten bouwen.,NFS
De putten die toen zijn gegraven door de oversubsidiëring van zonnepanelen hebben zowel aan deze kant als aan de overkant van de straat geleid tot verhitte debatten.,NFS
"Het is inderdaad de bedoeling om via dit instrument specifiek een kanaal te creëren voor deze groene investeringen, niet het minst in de richting van het klimaat en de klimaatdoelstellingen.",NFS
Iets verder gaat het over het zo goed mogelijk vrijwaren van het concurrentievermogen van de ondernemingen en de kmo's en over het ongemoeid laten van de koopkracht van de burgers.,UFS
"Een van uw vice-eersteministers pleit nu voor herfederalisering, maar als ik zie dat er na drie jaar ook nog altijd geen becijferd akkoord is binnen de federale regering, dan heb ik toch mijn twijfels over een herfederalisering.",NFS
Het nadeel van een strategische reserve is echter dat zij pas begint te werken wanneer de marktprijzen boven 3 000 euro per megawattuur staan.,CFS
"Mijnheer de voorzitter, collega's, 1975 is het geboortejaar van onze eerste minister.",UFS
Daarom noemt men u natuurlijk ook graag Madame 100 000 volt.,NFS
"Mijnheer de voorzitter, mijnheer de eerste minister, ik begrijp u niet goed.",NFS
Ondertussen moeten wij vaststellen dat veel mensen in onze richting komen.,NFS
Dat hebt u vandaag niet gedaan en dat is een gemiste kans.,NFS
Hoe kan het dat dit soort verkiezingen wordt georganiseerd zonder dat de overheid optreedt en zonder dat uw diensten dat onmogelijk maken.,NFS
"Nogmaals, het gaat niet over de taken die beiden uitvoeren.",NFS
"Ik herhaal die laatste zin nog eens, want die is zeer belangrijk in dit debat en ik heb de indruk dat die veel te vaak wordt vergeten.",NFS
Er is meer onderbouwing nodig.,NFS
Ik denk bijvoorbeeld aan het aantal verpleegkundigen dat in dit land aan het bed van de patiënt staat.,NFS
Denk aan het afschaffen van de ereloonsupplementen op standaardkamers in de dagziekenhuizen.,NFS
Die kans had u moeten grijpen.,NFS
Ondertussen gaan de vervolgingen en wreedheden gewoon door.,NFS
Dat pad wordt verder bewandeld door bijvoorbeeld nog meer in te zetten op het voorschrijven van het goedkoopste geneesmiddelenmerk.,NFS
"Jammer maar helaas, vandaag moeten we dat in de verleden tijd uitdrukken: we hadden een energiepact.",NFS
"Mijnheer de eerste minister, afgelopen weekend werd duidelijk dat we een energiepact hebben.",NFS
Dat is wat ik van u verwacht vandaag.,NFS
"Hij zei dat ik mij voor het hoofdstuk Volksgezondheid moest inschrijven, terwijl ik ook voor minister Ducarme enkele aanbevelingen heb.",NFS
"Zo steun ik ook absoluut het voorstel van het Academisch Centrum voor Huisartsgeneeskunde, Lieven Annemans en andere gezondheidseconomen, die een zeer mooi model hebben uitgewerkt van een gemengde financiering volgens de 60-30-10-verhouding.",NFS
"Ik kan de Deense overheid alleen maar feliciteren, omdat zij die stap wel heeft durven te zetten.",NFS
"Belangrijk om aan te stippen is wel dat die uitgaven nog jaar na jaar stijgen, ondanks wat hier werd beweerd door onder andere de PS.",CFS
Dit brengt ons bijna naadloos bij de tekst die nu wordt voorgesteld door de vier ministers en bij de studies die vandaag al een paar keren zijn aangehaald.,NFS
"Mijnheer de minister, volgens de VN zijn er indicaties dat het regime van Myanmar een etnische zuivering uitvoert, gericht tegen de Rohingya.",CFS
Het gaat om werkgevers die voor tienduizenden jobs zorgen.,CFS
"Het lijkt soms, als ik het document lees, alsof die kosten totaal niet bestaan.",NFS
We moeten duidelijk zijn over de kosten en het scenario waarin wij spelen.,NFS
Wij weten nu ook dat Europa een ministapje zet en dat het federaal België daarin een voortrekkersrol kan spelen.,NFS
"Eerst stopzetting van het geweld, daarna een mogelijke betere opvang in Bangladesh, gevolgd door een terugkeer en, tot slot, fors druk uitoefenen op Myanmar voor een echt statuut voor de Rohingya.",NFS
"Wie aanwezig was op de hoorzitting, kon de teleurstelling van Elia horen.",NFS
"Ik merk dat er scheurtjes zijn in een aantal kerncentrales, terwijl er in uw regering, mijnheer de eerste minister, er een serieuze barst is.",NFS
De twee kerncentrales scoorden een pak beter.,NFS
"Duizenden Rohingyavrouwen, die aanvankelijk konden ontsnappen, werden verkracht vlak nadat zij moesten toekijken hoe hun kinderen werden vermoord.",CFS
"Ondanks het feit dat de N-VA zegt dat ze twee kerncentrales wil openhouden, zelfs dan zullen die investeringen in die alternatieven moeten gebeuren.",NFS
"De mensen werden beschoten terwijl zij vluchtten, anderen werden doodgeknuppeld.",CFS
Daar hadden wij de Panoreportage niet voor nodig.,NFS
Heel vaak vertonen zij problemen.,NFS
Een strategische reserve is supergoedkoop zolang men ze niet moet gebruiken.,NFS
Ondertussen heeft iedereen wellicht de teksten.,NFS
Tegelijkertijd zitten we ook met een torenhoge staatsschuld.,NFS
"Waar de scenario's vooral in verschillen, is de hoeveelheid, het type hernieuwbare energie, de CO2-uitstoot, en uiteraard de kostprijs van de verschillende scenario's.",UFS
Vorige week had ik een ontmoeting met een aantal vertegenwoordigers van de Rohingyagemeenschap in België.,UFS
Wel steunen wij alle maatregelen die de gezondheidskloof kunnen verkleinen en de toegankelijkheid tot de zorg kunnen verhogen.,NFS
"Ik kan alleen vaststellen dat zij allebei een heel ander verhaal brengen en dat Elia in zijn slides wees op het feit dat door het lage rendement van de gascentrale, deze later in de merit order curve komen, en dus later worden aangesproken, en dat deze in het geval van congestie tot hogere marktprijzen zullen leiden.",CFS
"De minister van de Noordzee zit hier ook, dus ik hoop dat u goed zult kunnen samenwerken, want dat is noodzakelijk.",NFS
Wij hebben heel duidelijke doelstellingen en we moeten trachten die te halen.,NFS
Het viel mij ook op dat daar geen vertegenwoordiger van de Duitse overheid was.,NFS
Dit is de wereld op zijn kop.,NFS
Daarvoor zullen dus de nodige contacten gelegd worden.,NFS
De industrie kreeg niks van de factuur te betalen.,CFS
In een wet van '21 is dat dan nog uitgebreid tot iedereen die zich op ons grondgebied bevindt.,CFS
"Wij willen inderdaad dat de middelen efficiënt worden ingezet, juffrouw Van Camp.",NFS
Ik weet niet of hetzelfde geldt voor de verdeling van de kosten.,NFS
Denk aan de sociale derde-betaler.,NFS
Dat is een van de nadelen.,NFS
"De CO2 uit de gascentrales is niet heiliger dan de CO22 uit onze dieselwagens, benzinewagens of steenkoolkachels.",NFS
"Ik feliciteer mevrouw de minister voor die steun want het duurt al veel te lang dat men de Energiewende heilig verklaart, maar wel vergeet dat daarvoor 40 % steenkool- en bruinkoolcentrales staat te draaien.",CFS
U hebt ook de kans gemist om uw energieministers te steunen.,NFS
"Mijnheer de voorzitter, mevrouw de minister, heren ministers, maar ik richt mij uiteraard voornamelijk tot u, mevrouw de minister.",NFS
"Mocht u evenveel praat hebben tegen Bart De Wever als tegen de oppositie, dan waren de kerncentrales wellicht al lang gesloten.",NFS
Daarmee bedoel ik dat men begrijpt dat daaraan een kostprijs is verbonden.,NFS
"Ik ben hier niet om te kiezen wie er gelijk heeft, de CREG of Elia.",NFS
"Dat die recepten, anders dan de linkse recepten, wel werken, toont zich niet alleen in alle economische parameters die hier al door verschillende collega’s zijn uiteengezet, maar ook in Volksgezondheid.",NFS
Nu is dat een enorm zwart circuit.,NFS
"Het zou u sieren, mocht u dat ook doen, want u spreekt met kennis van zaken.",NFS
"Als zij zo gek zijn om te dromen van kerncentrales tot 2065, laat ze dan doen, laat ze leven in het verleden.",NFS
"Kijk rond, van hier tot ginder, en u ziet een geweldig grote maatschappelijke en politieke meerderheid die voor de kernuitstap is.",NFS
"Dit gaat niet over energie, maar om een gelijkaardige aanpak in Molenbeek met het Kanaalplan.",NFS
Wij zien ook dat bepaalde deelstaten veel minder goed scoren.,NFS
"Mijnheer de minister, vandaar mijn vragen.",NFS
Ze geven de oplossingen ook op een presenteerblaadje.,NFS
"De klimaatdoelstellingen zijn zeer ambitieus en we moeten de nodige ambitie tonen om ervoor te zorgen dat we ze halen, voor de toekomst van onze kinderen en kleinkinderen.",NFS
"Mijnheer de minister, ik wou het eerst niet geloven maar het bleek helaas wel waar te zijn.",NFS
Dat had tot wat minder uitgaven geleid.,NFS
Naast een financieel rendement zullen die obligaties ook een maatschappelijke impact hebben.,NFS
Het is alleen op die manier dat vrijgekomen middelen voor nieuwe zorgnoden kunnen worden ingezet.,NFS
Dat is de richting die wij uitgaan.,NFS
Daar heb ik toch een probleem mee.,NFS
Wij hebben een hele tijd moeten wachten op de aanpak van de energievisie en van de wet op de kernuitstap.,NFS
Dat wil zeggen dat de Rohingya een echt statuut moeten krijgen.,NFS
"Denk bijvoorbeeld aan Seretide en Symbicort bij astma, Cymbalta bij depressie of verschillende cholesterolverlagers zoals Lipitor.",NFS
"Er zijn al een aantal productievergunningen, maar milieuvergunningen, bouwvergunningen, omgevingsvergunningen en dies meer zijn allemaal niet zo een evidente zaak, zeker omdat we dat verhaal al eens hebben gehoord.",NFS
"Ik wilde u eigenlijk gisteren nog proficiat wensen met uw energiepact, maar wij weten allemaal wat er ondertussen aan het gebeuren is.",NFS
"De regering had een heel duidelijke bezorgdheid bij het goedkeuren van het regeerakkoord, namelijk het garanderen van de bevoorradingszekerheid, betaalbaarheid en duurzaamheid van de energietransitie, zodat zij een kernuitstap kan realiseren.",NFS
Ik heb ze daarom meegenomen.,NFS
Ik kijk al uit naar dat overleg dat ook geruststellend zal moeten zijn voor de patiënten en de kwaliteit van de geleverde dienstverlening.,NFS
U kunt zeggen dat de CREG gelijk heeft en dat daarmee de kous af is.,NFS
U moet groen licht geven aan de tekst van het nieuwe energiepact.,NFS
Alle rapporten wijzen in dezelfde richting.,NFS
U moet weer de bliksemafleider spelen.,NFS
"Wij willen een degelijke vergoeding geven aan alle mensen die in de zorg werken, zoals de thuisverplegers, vroedvrouwen en anderen die zich op het terrein bevinden.",NFS
Men moet zorgen dat de jongeren van de straat blijven en naar school gaan.,NFS
Bijna 85 % van de burgers van ons land zegt dat het tijd is voor meer klimaatactie.,CFS
Luister voor een keer naar uw minister Marghem!,NFS
Zij zijn immers volgens de wet op de uitoefening van de geestelijke gezondheidszorg geen erkende betrokken personen.,CFS
We leggen ons daarbij heel strenge regels op.,NFS
Ik hoop dat u het zult steunen.,NFS
We richten ons daarbij in de eerste plaats op wat heet de institutionele beleggers.,NFS
"1975 is ook het jaar waarin Doel 1, Doel 2 en Tihange 1 zijn opgestart.",UFS
Die factuur van 7 miljard euro stuurt u door.,CFS
"Collega’s, mijnheer Van Peteghem, uiteraard schrijft de regering zich ook in in de initiatieven rond het beteugelen van de klimaatverandering.",NFS
"Er zijn geen nieuwe elementen, maar als men het geheel bekijkt is het toch bloedstollend te zien op welke manier een probleem als drugs een stad kan domineren, wat het betekent op het vlak van overlast, op het gebied van criminaliteit of de manier waarop het hele sociale weefsel in de stad wordt aangetast.",NFS
"Mijnheer de voorzitter, mijnheer de eerste minister, het verbaast mij niet dat u niet op mijn eerste vraag hebt geantwoord maar het verbaast mij wel dat u evenmin op de andere vragen hebt geantwoord.",NFS
"Mij gaat het niet over welk model het uiteindelijk haalt, wel over hoe wij de gezondheidskloof kleiner kunnen maken.",NFS
"Mijnheer Dewael, de problematiek is al langer bekend.",NFS
Twee regeringen hebben het energiepact al goedgekeurd.,CFS
Ik hoop dat u er op zeer korte termijn – ik benadruk op zéér korte termijn –in zult slagen om ook dit energiepact met deze regering goed te keuren.,NFS
Toch vinden wij dat een probleem.,NFS
Het is ook in dat licht dat de discussie zeker gevoerd moet worden.,NFS
"Collega's, dit is heel duidelijk het kader van het regeerakkoord waarmee wij werken.",NFS
"Er zijn velen onder u tussengekomen over het energiepact of in ieder geval over de tekst die de vier ministers van Energie hebben voorbereid, teksten waarop wij inderdaad al een hele tijd wachten.",NFS
"Dat wil zeggen dat we een nieuwe plaats moeten bepalen en vooral een nieuw maritiem ruimtelijk uitvoeringsplan moeten hebben, dat de MOG op schema moet blijven en dat we Stevin II moeten starten.",NFS
"Om die reden zullen wij blijven opkomen voor de bedrijven, de gezinnen en de werkgelegenheid.",NFS
Eind 2018 wordt bestudeerd hoe het met onze energiefacturen is gesteld.,UFS
Het is een heel ambitieus engagement van deze regering en van dit land.,NFS
Niet voor niets heeft men het soms over de war on drugs.,NFS
"Een ervan werd verkozen, de heer Diallo Mamadou die volgens zijn verkiezingspamflet dat men in verscheidene steden en ook op het internet verspreidde, al sinds 2011 illegaal in ons land verblijft.",CFS
"Dit is het duidelijkste, meest ostentatieve bewijs dat illegaliteit in ons land gedoogd wordt, wat zeg ik aangemoedigd en gefaciliteerd door de overheid.",NFS
"Als u zich nu niets meer wilt aantrekken van Elia, EnergyVille of Itinera, dan is het makkelijk, want dan kunt u nu beslissen, terwijl u de kosten doorschuift naar de volgende generatie.",NFS
"Ook al is hun situatie daar verre van ideaal, toch zijn zij daar veilig voor de waanzin die Myanmar in zijn greep heeft.",NFS
De burgers hebben in dat debat een partner aan CD&V.,NFS
"Mijnheer de voorzitter, mijnheer de minister, collega's, ""verkracht, vermoord en verbrand"" kopte De Morgen vandaag.",CFS
"U sluit immers een zomerakkoord, mijnheer de eerste minister, dat u zelfs zover laat komen dat het tot winterpret leidt.",NFS
Men heeft heel veel subsidies nodig om die centrales te laten bouwen.,NFS
De enige commentaar van links op dat alles is dat het allemaal wat meer had mogen zijn en dat het allemaal wat sneller had mogen gaan.,NFS
"Het is heel erg duidelijk dat, als we vandaag een beslissing nemen, er in 2025 bij de opening van de nieuwe gascentrales, hoe veel het er ook mogen zijn, plots een rekening zal verschijnen.",NFS
"Binnen de Federale Raad voor de Geestelijke Gezondheidsberoepen, een raad die begaan is met de mentale gezondheidszorg en die wij voor het eerst geïnstalleerd hebben, zijn besprekingen lopende over de erkenningsnormen van de orthopedagogen.",UFS
Wij blijven opkomen voor die jobs en voor een realistisch verhaal.,NFS
"Daarom is mijn vraag aan u, mijnheer de minister van Binnenlandse Zaken, vrij voor de hand liggend.",NFS
"Collega Gerkens was volledig in haar betoog dienaangaande, en die elementen zal ik dus niet herhalen.",NFS
Ik wil twee verschillende elementen aanhalen.,NFS
"Als men 2 kerncentrales langer openhoudt, en men met andere woorden 5 andere sluit, kan men het doen met zo'n 1 500 tot 2 000 megawatt minder aan gascentrales.",CFS
Ik heb het over een hervorming van de ziekenhuisfinanciering met het koninklijk besluit nr.,US
De heer Mustafa Aboulkhir is zijn vervanger bij de Raad van Europa.,UFS
Eerst is er de problematiek van de subsidies.,NFS
En wij gaan voor 100 % hernieuwbaar in 2050.,NFS
"Het ware nog beter geweest als wij in 2003 hadden kunnen debatteren over alternatieven, op het moment dat de initiële kernuitstap werd beslist, maar wij weten allemaal wat de geschiedenis is.",NFS
U hebt het aangehaald en ik ben er zeer blij om dat wij daarin met ons land het voortouw nemen.,NFS
"Voor ons en voor iedereen die het goed voor heeft met onze gezondheidszorg, onze patiënten en de maatschappij, zou het allemaal wat sneller mogen gaan, net omdat de sector er zo een nood aan heeft, de uitdagingen gewoonlijk enorm zijn en aan elkaar zijn gelinkt.",NFS
Begin dit jaar was er door de patent cliff die deze regering heeft genomen alleen al een besparing voor de patiënt van een kleine 10 miljoen.,CFS
"Dat is dankzij u, maar vooral dankzij één partij in uw coalitie.",NFS
Op die manier kunt u gevolg geven aan het pleidooi van Bart Tommelein.,NFS
"Wie de kosten zal betalen, staat er evenmin in.",CFS
Het gaat over de verhoging van de btw van 6 % naar 21 %.,CFS
Vorige week was er een peiling van VTM waarin 85 % van de bevolking aangaf wakker te liggen van het klimaat.,CFS
Samen met alle andere maatregelen gaat het om 30 miljoen collectief minder uit eigen zak te betalen.,CFS
"Ik laat het echter aan u om te bepalen of de zonnepaneelschuld kleingeld was, net zoals de offshore subsidiëring, zoals ze oorspronkelijk was gepland.",NFS
"Als u een klimaatland wilt zijn, dan kunt u eigenlijk maar een ding doen en dat is de kernuitstap beslissen.",NFS
Die structuur is echt heel moeilijk om een homogeen en geschikt gezondheidszorgbeleid te voeren.,NFS
Het lijkt mij goed dat men dat op een bepaald ogenblik concretiseert.,NFS
"Mijnheer de eerste minister, wij kunnen alleen maar constateren dat samenwerkingsfederalisme met versnipperde bevoegdheden gewoon niet werkt.",NFS
Ik heb de cijfers opgevraagd en het gebruik van antibiotica ligt veel hoger in Wallonië.,CFS
Ik wil weten wat de cijfers effectief zeggen.,NFS
"Mijnheer de voorzitter, zowel minister Ducarme als minister De Block zijn aanwezig — en het zou goed zijn mocht ook minister Marghem aanwezig zijn — en ik wil van deze gelegenheid gebruikmaken om de hormoonverstoorders nog even aan te kaarten.",NFS
