sentence_id,content,ID,S_ID,LENGTH,POL,SUBJ,LEMMA_SENT,POS_SENT,LEMMA_POS,category
4326,Zij zijn in verschillende contreien actief.,1947,4326,7,0.0000000000,0.200000000,zij zijn in verschillende contrei actief .,PRP PRP IN PRP NNS JJ .,zij_PRP zijn_PRP in_IN verschillende_PRP contrei_NNS actief_JJ ._.,NFS
4242,"De breuk tussen meerderheid en oppositie is niet in een achterkamer ontstaan, maar wel in de werkgroep, waarin wij vanuit de meerderheid gezegd hebben dat we geen stukken van de tekst willen schrappen.",1914,4242,36,0.0000000000,0.000000000,"de breuk tussen meerderheid en oppositie zijn niet in een achterkamer ontstaan , maar wel in de werkgroep , waarin wij vanuit de meerderheid zeggen hebben dat we geen stuk van de tekst willen schrap .","DT NN IN NN CC NN MD RB IN DT NN VBN , CC RB IN DT NN , RB PRP IN DT NN VBN MD CC PRP PRP NNS IN DT NN MD NNS .","de_DT breuk_NN tussen_IN meerderheid_NN en_CC oppositie_NN zijn_MD niet_RB in_IN een_DT achterkamer_NN ontstaan_VBN ,_, maar_CC wel_RB in_IN de_DT werkgroep_NN ,_, waarin_RB wij_PRP vanuit_IN de_DT meerderheid_NN zeggen_VBN hebben_MD dat_CC we_PRP geen_PRP stuk_NNS van_IN de_DT tekst_NN willen_MD schrap_NNS ._.",NFS
4447,Aan het einde van deze werkzaamheden zou ik hen hulde willen brengen en ik zou hen willen aanmoedigen om dit vooral te blijven doen.,1988,4447,25,0.0000000000,0.000000000,aan het einde vannen deze werkzaamheid zullen ik hen hulde willen brengen en ik zullen hen willen aanmoedigen om dit vooral te blijven doen .,IN DT NN VB PRP NNS MD PRP PRP NN MD VB CC PRP MD PRP MD JJ CC PRP RB TO MD VB .,aan_IN het_DT einde_NN vannen_VB deze_PRP werkzaamheid_NNS zullen_MD ik_PRP hen_PRP hulde_NN willen_MD brengen_VB en_CC ik_PRP zullen_MD hen_PRP willen_MD aanmoedigen_JJ om_CC dit_PRP vooral_RB te_TO blijven_MD doen_VB ._.,NFS
4609,Collega's hebben er daarnet op gewezen dat men niet meteen een concreet of een volledig dossier in handen heeft wanneer er datalekken zijn.,2044,4609,24,0.1750000000,0.400000000,collega hebben er daarnet op wijzen dat men niet meteen een concreet of een volledig dossier in hand hebben wanneer er datalek zijn .,NNS MD RB RB RP VBN CC PRP RB RB DT NN CC DT JJ NN IN NNS MD CC RB NNS MD .,collega_NNS hebben_MD er_RB daarnet_RB op_RP wijzen_VBN dat_CC men_PRP niet_RB meteen_RB een_DT concreet_NN of_CC een_DT volledig_JJ dossier_NN in_IN hand_NNS hebben_MD wanneer_CC er_RB datalek_NNS zijn_MD ._.,UFS
4483,"Dat leidt tot procedurefouten, dat leidt tot een gebrek aan transparantie.",1997,4483,13,0.0000000000,0.000000000,"dat leiden tot procedurefout , dat leiden tot een gebrek aan transparantie .","PRP VBZ IN NNS , PRP VBZ IN DT NN IN NN .","dat_PRP leiden_VBZ tot_IN procedurefout_NNS ,_, dat_PRP leiden_VBZ tot_IN een_DT gebrek_NN aan_IN transparantie_NN ._.",NFS
4280,"Daarentegen komt wel een aantal mensen op de radar zoals de Queen en de Muscles from Brussels, waarover we een prachtig verhaal kregen.",1929,4280,25,1.0000000000,1.000000000,"daarentegen komen wel een aantal mens op de radar zoals de queen en de muscles from brussels , waarover we een prachtig verhaal krijgen .","RB VBZ RB DT NN NNS IN DT NN CC DT NNP CC DT NNP FW JJ , RB PRP DT JJ NN VBD .","daarentegen_RB komen_VBZ wel_RB een_DT aantal_NN mens_NNS op_IN de_DT radar_NN zoals_CC de_DT queen_NNP en_CC de_DT muscles_NNP from_FW brussels_JJ ,_, waarover_RB we_PRP een_DT prachtig_JJ verhaal_NN krijgen_VBD ._.",NFS
4534,"Mijnheer de voorzitter, zou ik wel mogen vragen van mijn vriend Van Rompuy, die ik net een erelidmaatschap heb gegeven als beste N-VAblogger van het halfrond, om daar niet zo op te schieten.",2017,4534,37,0.6125000000,0.912500000,"mijnheer de voorzitter , zullen ik wel mogen vragen van mijn vriend van rompuy , die ik net een erelidmaatschap hebben geven als best n-vablogger van het halfrond , om daar niet zo op te schieten .","NN DT NN , MD PRP RB MD VB IN PRP$ NN IN NNP , PRP PRP RB DT NN MD VBN CC JJS NN IN DT NN , CC RB RB RB RP TO VB .","mijnheer_NN de_DT voorzitter_NN ,_, zullen_MD ik_PRP wel_RB mogen_MD vragen_VB van_IN mijn_PRP$ vriend_NN van_IN rompuy_NNP ,_, die_PRP ik_PRP net_RB een_DT erelidmaatschap_NN hebben_MD geven_VBN als_CC best_JJS n-vablogger_NN van_IN het_DT halfrond_NN ,_, om_CC daar_RB niet_RB zo_RB op_RP te_TO schieten_VB ._.",NFS
4349,"Ja, dat zijn de uitgangspunten maar we moeten wel duidelijk maken waar dat werk moet gebeuren.",1950,4349,18,0.3250000000,0.550000000,"ja , dat zijn de uitgangspunt maar we moeten wel duidelijk maken waar dat werk moeten gebeuren .","UH , CC MD DT NNS CC PRP VBP RB JJ VB RB PRP NN MD VB .","ja_UH ,_, dat_CC zijn_MD de_DT uitgangspunt_NNS maar_CC we_PRP moeten_VBP wel_RB duidelijk_JJ maken_VB waar_RB dat_PRP werk_NN moeten_MD gebeuren_VB ._.",NFS
4343,"Ik verwijs ook naar het belangrijke werk dat op Europees vlak moet gebeuren, want als zeer klein landje met een zeer kleine spil in al die internationale transacties kunnen wij dat niet alleen waarmaken, ondanks het feit dat wij die ambitie en die doelstelling wel hebben en delen.",1949,4343,51,-0.1317000000,0.571700000,"ik verwij ook naar het belangrijk werk dat op europees vlak moeten gebeuren , want als zeer klein landje met een zeer klein spil in al die internationaal transactie kunnen wij dat niet alleen waarmaken , ondanks het feit dat wij die ambitie en die doelstelling wel hebben en deel .","PRP NNS RB IN DT JJ NN PRP IN NNP NN MD VB , CC PRP RB JJ NN IN DT RB JJ NN IN PRP PRP JJ NNS MD PRP PRP RB RB RB , IN DT NN CC PRP PRP NN CC PRP NN RB MD CC NNS .","ik_PRP verwij_NNS ook_RB naar_IN het_DT belangrijk_JJ werk_NN dat_PRP op_IN europees_NNP vlak_NN moeten_MD gebeuren_VB ,_, want_CC als_PRP zeer_RB klein_JJ landje_NN met_IN een_DT zeer_RB klein_JJ spil_NN in_IN al_PRP die_PRP internationaal_JJ transactie_NNS kunnen_MD wij_PRP dat_PRP niet_RB alleen_RB waarmaken_RB ,_, ondanks_IN het_DT feit_NN dat_CC wij_PRP die_PRP ambitie_NN en_CC die_PRP doelstelling_NN wel_RB hebben_MD en_CC deel_NNS ._.",NFS
4516,"Men doet aan verwijtpolitiek, maar ik verwijs naar het verslag.",2008,4516,12,-0.6500000000,0.900000000,"men doen aan verwijtpolitiek , maar ik verwij naar het verslag .","PRP VBZ IN NN , CC PRP NNS IN DT NN .","men_PRP doen_VBZ aan_IN verwijtpolitiek_NN ,_, maar_CC ik_PRP verwij_NNS naar_IN het_DT verslag_NN ._.",NFS
4631,Wij hebben een wetsvoorstel ingediend daaromtrent en wij zijn zeer blij dat de hoofdlijnen daarvan zeer duidelijk herkenbaar zijn in de programmawet van de regering.,2053,4631,26,0.3550000000,0.762500000,wij hebben een wetsvoorstel indienen daaromtrent en wij zijn zeer blij dat de hoofdlijn daarvan zeer duidelijk herkenbaar zijn in de programmawet van de regering .,PRP MD DT NN VBN JJ CC PRP MD RB JJ CC DT NNS RB RB JJ JJ PRP IN DT NN IN DT NN .,wij_PRP hebben_MD een_DT wetsvoorstel_NN indienen_VBN daaromtrent_JJ en_CC wij_PRP zijn_MD zeer_RB blij_JJ dat_CC de_DT hoofdlijn_NNS daarvan_RB zeer_RB duidelijk_JJ herkenbaar_JJ zijn_PRP in_IN de_DT programmawet_NN van_IN de_DT regering_NN ._.,NFS
4291,Het tweede heeft betrekking op de fiscale rechtvaardigheid.,1932,4291,9,0.0000000000,0.000000000,het tweede hebben betrekking op de fiscaal rechtvaardigheid .,PRP CD MD NN IN DT JJ NN .,het_PRP tweede_CD hebben_MD betrekking_NN op_IN de_DT fiscaal_JJ rechtvaardigheid_NN ._.,UFS
4218,"Daarvoor dient dit Parlement ook, om te laten zien waar wij van mening verschillen.",1905,4218,16,0.2000000000,0.500000000,"daarvoor dienen dit parlement ook , om te laten zien waar wij van mening verschil .","RB MD PRP NNP RB , CC TO MD VB RB PRP IN NN NNS .","daarvoor_RB dienen_MD dit_PRP parlement_NNP ook_RB ,_, om_CC te_TO laten_MD zien_VB waar_RB wij_PRP van_IN mening_NN verschil_NNS ._.",NFS
4506,Daarover hebben wij ook gedebatteerd in de commissie.,2005,4506,9,0.0000000000,0.000000000,daarover hebben wij ook debatteren in de commissie .,RB VBP PRP RB VBN IN DT NN .,daarover_RB hebben_VBP wij_PRP ook_RB debatteren_VBN in_IN de_DT commissie_NN ._.,UFS
4399,De experts en ook onze collega's hebben schitterend werk geleverd.,1973,4399,11,0.7000000000,0.850000000,de expert en ook onze collega hebben schitterend werk leveren .,DT NNS CC RB PRP$ NNS MD JJ NN VBN .,de_DT expert_NNS en_CC ook_RB onze_PRP$ collega_NNS hebben_MD schitterend_JJ werk_NN leveren_VBN ._.,NFS
4316,"Begrijp mij niet verkeerd, maar wij hebben tegelijkertijd in zeer barre tijden ongelofelijk veel geld gestopt in ondernemingen waarvan wij op voorhand wisten dat zij ten dode opgeschreven waren.",1944,4316,31,0.0025000000,0.693700000,"begrijpen mij niet verkeerd , maar wij hebben tegelijkertijd in zeer bar tijd ongelofelijk veel geld stoppen in onderneming waarvan wij op voorhand wissen dat zij ten dood opschrijven zijn .","VBP PRP RB JJ , CC PRP VBP RB IN RB JJR NNS JJ CD NN VBZ IN NNS RB PRP IN NN VBD CC PRP IN JJ VBN MD .","begrijpen_VBP mij_PRP niet_RB verkeerd_JJ ,_, maar_CC wij_PRP hebben_VBP tegelijkertijd_RB in_IN zeer_RB bar_JJR tijd_NNS ongelofelijk_JJ veel_CD geld_NN stoppen_VBZ in_IN onderneming_NNS waarvan_RB wij_PRP op_IN voorhand_NN wissen_VBD dat_CC zij_PRP ten_IN dood_JJ opschrijven_VBN zijn_MD ._.",NFS
4221,"De meerderheid heeft ervoor gekozen om het rapport van de experts aan de kant te schuiven, te amenderen met een totaal nieuw rapport dat alleen binnen de meerderheid werd bedisseld.",1907,4221,32,0.2100000000,0.630000000,"de meerderheid hebben ervoor kiezen om het rapport van de expert aan de kant te schuiven , te amenderen met een totaal nieuw rapport dat alleen binnen de meerderheid worden bedisseld .","DT NN MD RB VBN CC DT NN IN DT NNS IN DT NN TO VB , TO VBP IN DT JJ JJ NN PRP RB RB DT NN MD NN .","de_DT meerderheid_NN hebben_MD ervoor_RB kiezen_VBN om_CC het_DT rapport_NN van_IN de_DT expert_NNS aan_IN de_DT kant_NN te_TO schuiven_VB ,_, te_TO amenderen_VBP met_IN een_DT totaal_JJ nieuw_JJ rapport_NN dat_PRP alleen_RB binnen_RB de_DT meerderheid_NN worden_MD bedisseld_NN ._.",CFS
4212,"Ik heb er alle respect voor dat u bepaalde dingen niet in het verslag wilt zien staan, maar dan moet u er ook respect voor hebben dat wij een aantal dingen wel in het verslag willen zien staan, omdat zij zijn besproken en omdat zij nu eenmaal deel uitmaken van een goed beleid.",1901,4212,56,0.3750000000,0.675000000,"ik hebben er alle respect voor dat u bepaalde ding niet in het verslag willen zien staan , maar dan moeten u er ook respect voor hebben dat wij een aantal ding wel in het verslag willen zien staan , omdat zij zijn bespreken en omdat zij nu eenmaal deel uitmaken van een goed beleid .","PRP MD RB PRP NN RP CC PRP PRP NNS RB IN DT NN MD VB VB , CC RB MD PRP RB RB NN IN MD CC PRP DT NN NNS RB IN DT NN MD VB VB , CC PRP PRP VBN CC CC PRP RB RB NN VB IN DT JJ NN .","ik_PRP hebben_MD er_RB alle_PRP respect_NN voor_RP dat_CC u_PRP bepaalde_PRP ding_NNS niet_RB in_IN het_DT verslag_NN willen_MD zien_VB staan_VB ,_, maar_CC dan_RB moeten_MD u_PRP er_RB ook_RB respect_NN voor_IN hebben_MD dat_CC wij_PRP een_DT aantal_NN ding_NNS wel_RB in_IN het_DT verslag_NN willen_MD zien_VB staan_VB ,_, omdat_CC zij_PRP zijn_PRP bespreken_VBN en_CC omdat_CC zij_PRP nu_RB eenmaal_RB deel_NN uitmaken_VB van_IN een_DT goed_JJ beleid_NN ._.",NFS
4162,Tevens dienen de beroepsinstituten een actieve rol te spelen in het sensibiliseren van de naleving van de witwaswetgeving en hun leden hierop daadwerkelijk te controleren.,1887,4162,26,0.2000000000,0.400000000,tevens dienen de beroepsinstituut een actief rol te spelen in het sensibiliseren van de naleving van de witwaswetgeving en hun leed hierop daadwerkelijk te controleren .,RB MD DT NNS DT JJ NN TO VB IN DT NN IN DT NN IN DT NN CC PRP$ NNS RB RB TO VB .,tevens_RB dienen_MD de_DT beroepsinstituut_NNS een_DT actief_JJ rol_NN te_TO spelen_VB in_IN het_DT sensibiliseren_NN van_IN de_DT naleving_NN van_IN de_DT witwaswetgeving_NN en_CC hun_PRP$ leed_NNS hierop_RB daadwerkelijk_RB te_TO controleren_VB ._.,NFS
4629,"Het is ook belangrijk dat de specifieke antimisbruikbepalingen waarop veel kritiek was, onder het toepassingsgebied van de kaaimantaks worden gebracht, als het bijvoorbeeld gaat over de Luxemburgse sicavs.",2052,4629,31,0.1750000000,0.525000000,"het zijn ook belangrijk dat de specifiek antimisbruikbepaling waarop veel kritiek zijn , onder het toepassingsgebied van de kaaimantak worden brengen , als het bijvoorbeeld gaten over de luxemburgse sicav .","PRP MD RB JJ CC DT JJ NNS RB CD NN MD , IN DT NN IN DT NNS MD VBN , CC PRP RB VBZ IN DT NNP NNS .","het_PRP zijn_MD ook_RB belangrijk_JJ dat_CC de_DT specifiek_JJ antimisbruikbepaling_NNS waarop_RB veel_CD kritiek_NN zijn_MD ,_, onder_IN het_DT toepassingsgebied_NN van_IN de_DT kaaimantak_NNS worden_MD brengen_VBN ,_, als_CC het_PRP bijvoorbeeld_RB gaten_VBZ over_IN de_DT luxemburgse_NNP sicav_NNS ._.",NFS
4460,"Mijnheer de voorzitter, voor ons is het belangrijk dat wij de continue strijd op het vlak van fiscale fraude blijven aangaan.",1991,4460,23,0.1000000000,0.333300000,"mijnheer de voorzitter , voor ons zijn het belangrijk dat wij de continue strijd op het vlak van fiscaal fraud blijven aangaan .","NN DT NN , IN PRP MD PRP JJ CC PRP DT NN NN IN PRP NN IN JJ JJ MD VB .","mijnheer_NN de_DT voorzitter_NN ,_, voor_IN ons_PRP zijn_MD het_PRP belangrijk_JJ dat_CC wij_PRP de_DT continue_NN strijd_NN op_IN het_PRP vlak_NN van_IN fiscaal_JJ fraud_JJ blijven_MD aangaan_VB ._.",NFS
4296,"Los van het feit welke vragen wij aan zo'n bedrijf dan zouden stellen, rijst toch meteen de vraag – ik heb ze toen niet gesteld – wat met amazon.com.",1934,4296,32,0.1333000000,0.333300000,"los van het feit welke vragen wij aan zo 'n bedrijf dan zullen stellen , rijst toch meteen de vraag –en ik hebben ze toen niet stellen – wat met amazon.com .","NN IN DT NN PRP VB PRP IN RB DT NN RB MD VB , NN RB RB DT NN VBP PRP MD PRP PRP RB VBN NN PRP IN NNP .","los_NN van_IN het_DT feit_NN welke_PRP vragen_VB wij_PRP aan_IN zo_RB 'n_DT bedrijf_NN dan_RB zullen_MD stellen_VB ,_, rijst_NN toch_RB meteen_RB de_DT vraag_NN –en_VBP ik_PRP hebben_MD ze_PRP toen_PRP niet_RB stellen_VBN –_NN wat_PRP met_IN amazon.com_NNP ._.",NFS
4527,U beweert dat de meerderheid onvoldoende doet in de strijd tegen de fiscale fraude.,2013,4527,15,-0.4000000000,0.800000000,u beweren dat de meerderheid onvoldoend doen in de strijd tegen de fiscaal fraude .,PRP VBP CC DT NN JJ VBZ IN DT NN IN DT JJ NN .,u_PRP beweren_VBP dat_CC de_DT meerderheid_NN onvoldoend_JJ doen_VBZ in_IN de_DT strijd_NN tegen_IN de_DT fiscaal_JJ fraude_NN ._.,NFS
4294,"Het gevecht rond fiscaliteit speelt zich niet enkel af tussen staten, beste vrienden.",1933,4294,15,0.1583000000,0.425000000,"het gevecht rond fiscaliteit spelen zich niet enkel af tussen staat , best vriend .","DT NN IN NN VBZ PRP RB PRP RP IN NNS , JJS NNS .","het_DT gevecht_NN rond_IN fiscaliteit_NN spelen_VBZ zich_PRP niet_RB enkel_PRP af_RP tussen_IN staat_NNS ,_, best_JJS vriend_NNS ._.",NFS
4442,U treedt zelfs graag in de plaats van de rechterlijke macht.,1986,4442,12,0.0000000000,0.000000000,u treden zelfs graag in de plaats van de rechterlijk macht .,PRP VBP RB JJ IN DT NN IN DT JJ FW .,u_PRP treden_VBP zelfs_RB graag_JJ in_IN de_DT plaats_NN van_IN de_DT rechterlijk_JJ macht_FW ._.,NFS
4429,"Wanneer bedrijven zich vestigen in een belastingparadijs onder een bepaalde fiscale toestand, dan moeten zij met onze Belgische fiscus ook open kaart spelen.",1981,4429,25,0.2000000000,0.458300000,"wanneer bedrijf zich vestigen in een belastingparadijs onder een bepaalde fiscaal toestand , dan moeten zij met onze belgisch fiscus ook open kaart spelen .","CC NNS PRP JJ IN DT NN IN DT PRP JJ NN , RB MD PRP IN PRP$ JJ NN RB JJ NN VB .","wanneer_CC bedrijf_NNS zich_PRP vestigen_JJ in_IN een_DT belastingparadijs_NN onder_IN een_DT bepaalde_PRP fiscaal_JJ toestand_NN ,_, dan_RB moeten_MD zij_PRP met_IN onze_PRP$ belgisch_JJ fiscus_NN ook_RB open_JJ kaart_NN spelen_VB ._.",NFS
4521,Ik volg die dossiers al jaren en dat soort dingen werkt mij enorm op de zenuwen.,2010,4521,17,0.7000000000,1.000000000,ik volgen die dossier al jaar en dat soort ding werken mij enorm op de zenuuw .,PRP VBP PRP NNS RB NNS CC PRP NN NNS VBZ PRP JJ IN DT NNS .,ik_PRP volgen_VBP die_PRP dossier_NNS al_RB jaar_NNS en_CC dat_PRP soort_NN ding_NNS werken_VBZ mij_PRP enorm_JJ op_IN de_DT zenuuw_NNS ._.,NFS
4170,Daarom voorziet aanbeveling nummer 21 in een verbod voor belastingplichtigen om economische betrekkingen te hebben met juridische constructies die zijn gevestigd in belastingparadijzen waar zij geen werkelijke economische activiteiten hebben.,1888,4170,31,0.0500000000,0.366700000,daarom voorzien aanbeveling nummer 21 in een verbod voor belastingplichtigen om economisch betrekking te hebben met juridisch constructie die zijn vestigen in belastingparadijs waar zij geen werkelijk economisch activiteit hebben .,RB VBZ NN NN CD IN DT NN IN PRP CC JJ NNS TO MD IN JJ NNS PRP PRP$ VBN IN NNS RB PRP PRP JJ JJ NNS MD .,daarom_RB voorzien_VBZ aanbeveling_NN nummer_NN 21_CD in_IN een_DT verbod_NN voor_IN belastingplichtigen_PRP om_CC economisch_JJ betrekking_NNS te_TO hebben_MD met_IN juridisch_JJ constructie_NNS die_PRP zijn_PRP$ vestigen_VBN in_IN belastingparadijs_NNS waar_RB zij_PRP geen_PRP werkelijk_JJ economisch_JJ activiteit_NNS hebben_MD ._.,CFS
4211,"Er zijn meerdere meetings tussen onze medewerkers geweest, die van de oppositie incluis, maar op het moment van de waarheid waren er telkens een aantal dogma's en njets vanwege een aantal partijen uit de oppositie meegegeven.",1900,4211,39,0.0000000000,0.000000000,"er zijn meerdere meeting tussen onze medewerker wezen , die van de oppositie incluis , maar op het moment van de waarheid zijn er telkens een aantal dogma en njet vanwege een aantal partij uit de oppositie meegeven .","RB VBP CD NNS IN PRP$ NNS MD , PRP IN DT NN RB , CC IN DT NN IN DT NN VBD RB RB DT NN NNS CC NNS IN DT NN NNS IN DT NN VBN .","er_RB zijn_VBP meerdere_CD meeting_NNS tussen_IN onze_PRP$ medewerker_NNS wezen_MD ,_, die_PRP van_IN de_DT oppositie_NN incluis_RB ,_, maar_CC op_IN het_DT moment_NN van_IN de_DT waarheid_NN zijn_VBD er_RB telkens_RB een_DT aantal_NN dogma_NNS en_CC njet_NNS vanwege_IN een_DT aantal_NN partij_NNS uit_IN de_DT oppositie_NN meegeven_VBN ._.",CFS
4635,"Als het in de optiek van de kaaimantaks over de zijdelingse aangifteverplichting gaat, dan zijn dat toch allemaal substantiële versterkingen.",2056,4635,22,0.0000000000,0.000000000,"als het in de optiek van de kaaimantak over de zijdelings aangifteverplichtingen gaten , dan zijn dat toch allemaal substantiël versterking .","CC DT IN DT NN IN DT NNS IN DT JJ VBN VBZ , RB PRP$ PRP RB DT JJ NNS .","als_CC het_DT in_IN de_DT optiek_NN van_IN de_DT kaaimantak_NNS over_IN de_DT zijdelings_JJ aangifteverplichtingen_VBN gaten_VBZ ,_, dan_RB zijn_PRP$ dat_PRP toch_RB allemaal_DT substantiël_JJ versterking_NNS ._.",NFS
4321,"Ik zal er nog één zaak aan toevoegen, want ik zit veel dichter op uw piste dan u denkt.",1946,4321,21,0.0000000000,0.000000000,"ik zullen er nog één zaak aan toevoeg , want ik zitten veel dichter op uw piste dan u denken .","PRP MD RB RB CD NN IN NNS , CC PRP VBZ CD RB IN PRP$ NN RB PRP VBP .","ik_PRP zullen_MD er_RB nog_RB één_CD zaak_NN aan_IN toevoeg_NNS ,_, want_CC ik_PRP zitten_VBZ veel_CD dichter_RB op_IN uw_PRP$ piste_NN dan_RB u_PRP denken_VBP ._.",NFS
4662,"De argwaan is terecht, maar als het gaat over de positie van werknemers en het in kaart brengen van vastgoed, dan kan België er belang bij hebben dat er een verdrag wordt gesloten.",2066,4662,36,0.4000000000,0.900000000,"de argwaan zijn terecht , maar als het gaten over de positie van werknemer en het in kaart brengen van vastgoed , dan kunnen belgië er belang bij hebben dat er een verdrag worden sluiten .","DT NN MD RB , CC CC DT VBZ IN DT NN IN NNS CC PRP IN NN VB IN NN , RB MD NNP RB NN RP MD CC RB DT NN MD VBN .","de_DT argwaan_NN zijn_MD terecht_RB ,_, maar_CC als_CC het_DT gaten_VBZ over_IN de_DT positie_NN van_IN werknemer_NNS en_CC het_PRP in_IN kaart_NN brengen_VB van_IN vastgoed_NN ,_, dan_RB kunnen_MD belgië_NNP er_RB belang_NN bij_RP hebben_MD dat_CC er_RB een_DT verdrag_NN worden_MD sluiten_VBN ._.",NFS
4402,"Mijnheer de voorzitter, ik zal geen gebruikmaken van de spreektijd die ik reglementair kon krijgen, maar ik voel mij als politicus en als burger hoe langer hoe ongemakkelijker in dit debat.",1974,4402,34,0.0000000000,0.100000000,"mijnheer de voorzitter , ik zullen geen gebruikmaken van de spreektijd die ik reglementairen kunnen krijgen , maar ik voelen mij als politicus en als burger hoe langer hoe ongemakkelijker innen dit debat .","NN DT NN , PRP MD PRP VBN IN DT NN PRP PRP VBP MD VB , CC PRP VBP PRP PRP NN CC PRP NN RB JJR RB JJR VB PRP NN .","mijnheer_NN de_DT voorzitter_NN ,_, ik_PRP zullen_MD geen_PRP gebruikmaken_VBN van_IN de_DT spreektijd_NN die_PRP ik_PRP reglementairen_VBP kunnen_MD krijgen_VB ,_, maar_CC ik_PRP voelen_VBP mij_PRP als_PRP politicus_NN en_CC als_PRP burger_NN hoe_RB langer_JJR hoe_RB ongemakkelijker_JJR innen_VB dit_PRP debat_NN ._.",NFS
4585,Belangrijk is dat wij ook hier tot een uniforme aanpak kunnen komen.,2033,4585,13,0.3500000000,0.850000000,belangrijk zijn dat wij ook hier tot een uniform aanpak kunnen komen .,NN MD CC PRP RB RB IN DT JJ NN MD VB .,belangrijk_NN zijn_MD dat_CC wij_PRP ook_RB hier_RB tot_IN een_DT uniform_JJ aanpak_NN kunnen_MD komen_VB ._.,NFS
4522,Ecolo-Groen denkt de publieke opinie mee te kunnen krijgen door alleen dat soort zaken te verkondigen.,2011,4522,17,0.0500000000,0.150000000,ecolo-groen denken de publiek opinie mee te kunnen krijgen door alleen dat soort zaak te verkondigen .,NNP VBZ DT JJ NN RP TO MD VB IN RB PRP NN NNS TO VB .,ecolo-groen_NNP denken_VBZ de_DT publiek_JJ opinie_NN mee_RP te_TO kunnen_MD krijgen_VB door_IN alleen_RB dat_PRP soort_NN zaak_NNS te_TO verkondigen_VB ._.,NFS
4215,"Als u ons vandaag dus zegt dat u een rapport hebt moeten slikken, dan moet u zich afvragen waarom u op een bepaald moment de meerderheid hebt gevraagd te slikken om een aantal onderwerpen uit het rapport manifest weg te laten.",1903,4215,43,0.2000000000,0.450000000,"als u ons vandaag dus zeggen dat u een rapport hebben moeten slikken , dan moeten u zich afvragen waarom u op een bepaald moment de meerderheid hebben vragen te slikken om een aantal onderwerp uit het rapport manifest weg te laten .","CC PRP PRP$ RB RB VBZ CC PRP DT NN VBP MD VB , RB MD PRP PRP VB RB PRP IN DT NN NN DT NN VBP VBN TO VB CC DT NN NNS IN DT NN NN RB TO VB .","als_CC u_PRP ons_PRP$ vandaag_RB dus_RB zeggen_VBZ dat_CC u_PRP een_DT rapport_NN hebben_VBP moeten_MD slikken_VB ,_, dan_RB moeten_MD u_PRP zich_PRP afvragen_VB waarom_RB u_PRP op_IN een_DT bepaald_NN moment_NN de_DT meerderheid_NN hebben_VBP vragen_VBN te_TO slikken_VB om_CC een_DT aantal_NN onderwerp_NNS uit_IN het_DT rapport_NN manifest_NN weg_RB te_TO laten_VB ._.",NFS
4315,Er zijn natuurlijk verschillende levels van winstgevendheid.,1943,4315,8,0.0000000000,0.205000000,er zijn natuurlijk verschillende level van winstgevendheid .,RB VBP JJ PRP NNS IN NN .,er_RB zijn_VBP natuurlijk_JJ verschillende_PRP level_NNS van_IN winstgevendheid_NN ._.,NFS
4271,De gelekte papers brachten en brengen aan het licht dat een aantal mensen het met bepaalde regels niet zo nauw neemt.,1922,4271,22,0.1417000000,0.525000000,de gelekte paper brengen en brengen aan het licht dat een aantal mens het met bepaalde regel niet zo nauw nemen .,DT NN NNS VBD CC VBP IN DT NN CC DT NN NNS DT IN PRP NNS RB RB JJ VBZ .,de_DT gelekte_NN paper_NNS brengen_VBD en_CC brengen_VBP aan_IN het_DT licht_NN dat_CC een_DT aantal_NN mens_NNS het_DT met_IN bepaalde_PRP regel_NNS niet_RB zo_RB nauw_JJ nemen_VBZ ._.,NFS
4407,"Dat siert u allemaal, heren en dames commissarissen.",1977,4407,10,0.0000000000,0.000000000,"dat sieren u allemaal , heer en dame commissaris .","PRP VBZ PRP PRP , NNS CC NNS NNS .","dat_PRP sieren_VBZ u_PRP allemaal_PRP ,_, heer_NNS en_CC dame_NNS commissaris_NNS ._.",NFS
4472,Op dat vlak hebben wij onze job dus fantastisch gedaan.,1995,4472,11,0.2250000000,0.450000000,op dat vlak hebben wij onze job dus fantastisch doen .,RP PRP RB MD PRP PRP$ NN RB JJ VBN .,op_RP dat_PRP vlak_RB hebben_MD wij_PRP onze_PRP$ job_NN dus_RB fantastisch_JJ doen_VBN ._.,NFS
4392,De lobbying is daar ook veel groter.,1970,4392,8,0.0000000000,0.000000000,de lobbying zijn daar ook veel groter .,DT NN MD RB RB CD JJR .,de_DT lobbying_NN zijn_MD daar_RB ook_RB veel_CD groter_JJR ._.,NFS
4158,Tijdens de hoorzittingen werd ook aangekaart dat enkel de erkende beroepen meldingsplichtig zijn.,1885,4158,14,0.2700000000,0.720000000,tijdens de hoorzitting worden ook aankaarten dat enkel de erkende beroepen meldingsplichtig zijn .,IN DT NNS MD RB VBN CC PRP DT RB VB JJ MD .,tijdens_IN de_DT hoorzitting_NNS worden_MD ook_RB aankaarten_VBN dat_CC enkel_PRP de_DT erkende_RB beroepen_VB meldingsplichtig_JJ zijn_MD ._.,UFS
